additional_info,Hotel_Address,City,hotel_facilities,Ratings,Attractions,Hotel_Name,property_type,state
Room Service Internet Access Restaurant,"10211, Padam Singh Road,(Ajmal Khan Road), Karol Bagh,",Delhi,"Airport Transfer Available   Surcharge Currency Exchange Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Non Smoking Rooms Parking Facilities Available Front Desk Locker Facility Local Tour   Travel Desk Valet service Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Doorman Medical Assistance Available Power Backup Multi Lingual Staff Wake-up Call   Service Suitable For Children Coffee Shop   Cafe Smoking Rooms ATM   Banking Fax Machine Kitchen available (home cook food on request) Electronic   Magnetic Keys Pick Up and Drop (Rly Station, Bus Stand, Temple) Smoking Area  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Taxi Services Food Facility Newspapers In Lobby Family Room Room Service (24 Hours) Air   Rail Booking Courier Service Internet   Fax (Reception area only) RO Water Purification System Parking Facility Internet Access  Restaurant Room Service CCTV Hotel Trading License Metal Detectors Pest Control Facility Security at All Hotel Entrances Smoke Detector Speciality Restaurant  Suites",3,"Gaffar Market,Karol Bagh Area,West Delhi",The South Indian Hotel,Hotel,Delhi
Room Service,"Upper Lachumiere, Near Malki Point, Shillong",Shillong,Front Desk Newspapers In Lobby Room Service CCTV,1,"Polo Ground-Shillong,Gleneagles of the East,Lachumiere,Shillong Peak,Jawaharlal Nehru Stadium,Shallam Complex,Varanasi Gorkha Golf Club",The White Orchid Guest House,Guest House,Meghalaya
Room Service Restaurant Free Internet,"Near Wockhardt Hospital, Mumbai Agra Road, Nashik",Nashik,Banquet Facilities Doctor on Call Laundry Service Available Lift   Elevator Parking Facilities Available Multi Cuisine Restaurant  Major Credit Cards Accepted 24 Hour Front Desk Medical Assistance Available Welcome Drinks Conference Facility  Food Facility Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility,3,"Zaveri Bazaar,Gandhinagar Airport,Kumbh Mela,Nashik Bus Stand,Mumbai Agra Road,Golf Club Ground,City Center",The Square,Hotel,Maharashtra
Room Service Free Internet,"Utopia Lakeview Serviced Apartment, Housing Board, Teachers Colony",Chikmagalur,Barbecue Area Laundry Service Available Lobby Parking Facilities Available Local Tour   Travel Desk Welcome Drinks Power Backup Gardens Veranda Campfire   Bon Fire Rooftop Garden Internet Access Free Newspapers In Lobby Family Room  Cook Services Outdoor Parking - Secured Room Service,2,K M Road,Utopia Lakeview Serviced Apartment,Hotel,Karnataka
Room Service Internet Access Free Internet,"22-D, Shyopur Road, Pratap Nagar, Jaipur - 302033, Raghunath Puri,Gaushala Ke Samne",Jaipur,Doctor on Call Front Desk Locker Facility 24 Hour Front Desk Luggage Storage  Drivers Rest Room Room Service (24 Hours) STD   ISD Parking Facility Internet Access Room Service Fire Safety CCTV,0,"Others,National Institute of Agricultural Marketing,Rajasthan University of Health Sciences,Government Womens Polytechnic College,Sanganer Tehsil,Sanganer Railway Station",The Wings Hotel,Hotel,Rajasthan
Room Service Internet Access Restaurant,"Village and Post Office Tala, Bandhavgarh National Park",Bandhavgarh,Airport Transfer Available   Surcharge Bar   Lounge  Barbecue Area Business Center  Doctor on Call Laundry Service Available Library Lobby Non Smoking Rooms Parking Facilities Available Pets Allowed Front Desk Luggage Storage Power Backup Gardens Audio - Visual Equipment Dance Performances (on demand) Exhibit Space Wake-up Call   Service Suitable For Children Separate Sitting Area Conference Facility  Fire Place Available  Picnic Area Wheelchair Accessibility - Room Safari Nature Walk Smoking Area  Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Village Visit ( Chargeable ) Car Rental Kids Play Zone Karaoke  Campfire   Bon Fire  Drivers Rest Room Newspapers In Lobby Children's Park STD   ISD Internet   Fax (Reception area only) Outdoor Parking - Secured Parking Facility Restaurant First-Aid Kit at Front Desk Full Time Operation for All 7 Days Speciality Restaurant,3,Village Tala,Tiger Trails Resort,Resort,Madhya Pradesh
Room Service Internet Access Gym Spa Swimming Pool Restaurant,"Fatehabad Road,Opp Pacific Mall, Only 1 kilometer from the Taj Mahal",Agra,Swimming Pool Bar   Lounge  Business Center  Doctor on Call Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Power Backup Sauna Coffee Shop   Cafe Jacuzzi Car Rental Room Service (24 Hours) Parking Facility Room Service,4,"Taj Mahal,Fatehpur Sikri,Idgah Bus Stand,Tomb of Akbar the Great,AMIT JAGGI MEMORIAL HOSPITAL,Mugal Bazar,Dr Upadhyay Hospital,Fatehabad Road,Mehtab Bagh,U P Handicraft Bazar,TDI Mall",Utkarsh Vilas,Hotel,Uttar Pradesh
Room Service Internet Access,near St. George's College and near jp Residency Manor,Mussoorie,Internet Access - Surcharge Laundry Service Available Parking Facilities Available Front Desk Locker Facility Power Backup Gardens Outdoor Parking - Secured Parking Facility Room Service,2,,The White House,Hotel,Uttarakhand
Room Service Internet Access Restaurant,"Address-17/a, Ekdalia Place, Near ballygaunge station,West bengal, India 700019",Kolkata,Business Center  Dry Cleaning Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Power Backup Multi Lingual Staff Conference Facility  Board Room Food Facility Parking Facility Internet Access  Restaurant Room Service CCTV Public Restrooms,2,"Consulate of Thailand,Consulate of Indonesia,South Kolkata,Consulate General of the Federal Republic of Germany,Consulate of Finland,Ballygunge Junction Railway Station,Consulate of Mongolia,Deputy High Commission Of Bangladesh,Kalighat Kali Temple,Consulate of Burkina Faso and Liberia,Metro Netaji Bhavan,Gariahat,Consulate of Chile,Consulate of South Africa,Shakespear Sarani,Birla Mandir,DESUN Hospital,Jadavpur University,Ballygunge Area,Gariahat Market,Kalighat Metro,Science City,Consulate of Israel",Treebo Ivy Suites,Hotel,West Bengal
,"3-4-285/A, Maheshwari Parameshwari X Roads, Behind Visya Hostel, Kachiguda, Hyderabad, Telangana",Hyderabad,Non Smoking Rooms Smoking Rooms Extra Person   Child - Share the same room RO Water Purification System Outdoor Parking - Non Secured,1,"Andhra Pradesh Administrative Tribunal,Kamineni Hospitals,Malakpet Railway Station,Mahatma Gandhi Bus Station,City Civil Court,National Horticulture Board,Purani Haveli,City Criminal Court,Nampally Railway Station,MPM Mall,General Post Office,Vidyanagar Railway Station,Andhra Pradesh Public Service Commission,Salarjung Museum,Telangana Medical Council,Charminar,Osmania General Hospital,Others,Commissioner of Income Tax,Kachiguda Post Office,Hyderabad Deccan Railway Station,Mecca Masjid,Fernandez Hospital,Nampally Criminal Court,High Court of Judicature at Hyderabad,Laad Bazaar,Chowmahalla Palace",Traveller Lodge,Lodge,Andhra Pradesh
Room Service Internet Access Gym Spa Restaurant,"Number 33, Sri Fort Road, Near Gargi College",Delhi,"Airport Transfer Available   Surcharge Banquet Facilities Business Center  Concierge Doctor on Call Dry Cleaning Games Zone Health Club   Gym Facility Available Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Non Smoking Rooms Parking Facilities Available Pets Allowed Front Desk Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk Valet service Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Doorman Medical Assistance Available Air-Conditioning - Central Power Backup Express Check-In   Check-Out Coffee Shop   Cafe Conference Facility  Disabled Friendly Rooms Electronic   Magnetic Keys Multi - Line Phone Fire Place Available  Jacuzzi Pick Up and Drop (Rly Station, Bus Stand, Temple) Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Meditation Room Taxi Services Food Facility Newspapers In Lobby Room Service (24 Hours) Party hall STD   ISD Baggage Room Airport Transfer Free",3,"South Delhi,Dilli Haat,AIIMS,R. K. Khanna Tennis Stadium,AASHLOK Hospital,Qutab Golf Course,Thyagaraj Sports Complex,Indian Institute of Technology,Malviya Nagar Metro Station,INA Market,Hauz Khas,DLF courtyard,Pushpawati Singhania Research Institute,Lajpat Nagar Market,Lajpat Nagar,Metro Station Hauz Khas,Deer Park,Greater Kailash Area,Khirki Masjid,District Court Saket,Jawaharlal Nehru Stadium,Moolchand Medcity,Sarojini Nagar Market,Safdarjang Hospital,Siri Fort",Thirty Three - The Boutique Hotel,Hotel,Delhi
Room Service,"Dal Lake, Srinagar - 190001, Ghat No 11",Srinagar,Doctor on Call Parking Facilities Available Front Desk Room Service Public Restrooms,0,"University of Kashmir,Pari Mahal,Dal Lake,Nishat Bagh,Hazratbal Dargah Sharif,Mughal Gardens,Dal Lake Area,Chashma Shahi,Nagin Lake,Sher-E-Kashmir University of Agricultural Sciences and Technology of Kashmir",United Continents Group of Houseboats,Houseboat,Jammu and Kashmir
Room Service Free Internet,"Tourist Guest House, Near Ganga Sthal Apartments/ vashundhara Hotel",Rishikesh,Parking Facilities Available Front Desk Power Backup Parking Facility Room Service,1,"Lakshman Jhula,Triveni Ghat,Rishikesh Railway Station,Kailas Ashram,Rishikesh Badrinath Road",Tourist Guest House,Guest House,Uttarakhand
Room Service Free Internet,"North of Vijaya Beach park,Seaview Ward.",Alleppey,"Airport Transfer Available   Surcharge Currency Exchange Doctor on Call Games Zone Laundry Service Available Library Non Smoking Rooms Front Desk Locker Facility Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Welcome Drinks Power Backup Express Check-In   Check-Out Wake-up Call   Service Massage Services  Boating Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Camel Ride  Bike on Rent Village Visit ( Chargeable ) Car Rental Express Laundry Taxi Services City Shuttle Service Rooftop Garden Newspapers In Lobby Postal   Parcel Services Family Room Room Service (24 Hours) Spa Services Nearby Air   Rail Booking Baggage Room Courier Service Guide   Sightseeing Service",0,"Beach Road,Alleppey Railway Station,Alleppey Beach",The Wind n Waves Alleppey Beach Stay,BnB,Kerala
Room Service,"adjoining vmart , near clock tower , ambala road",Saharanpur,Doctor on Call 24 Hour Front Desk Luggage Storage Baggage Room Courier Service Room Service Fire Safety CCTV Fire Exit Signs,0,"Shakti Peeth Shakumbari,Shakti Peeth,Saharanpur,Shri Baba Lal Das,Ghuggha Veer,Nau Gaza Peer",The Uttam Hotel,Hotel,Uttar Pradesh
Room Service Restaurant,"No.357/361, Bilekhalli, Vijaya Bank Layout,near iyappa temple and family doctor clinic building",Bangalore,Business Center  Doctor on Call Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Major Credit Cards Accepted 24 Hour Front Desk Medical Assistance Available Power Backup Express Laundry Taxi Services Food Facility Newspapers In Lobby Room Service (24 Hours) RO Water Purification System,3,"Apollo Hospitals,Sree Tirumalagiri Lakshmi Venkateshwara Devasthanam,Sri Jayadeva Institute of Cardiovascular Sciences and Research,HSBC Bus Stop,Bangalore Water Supply &amp; Sewerage Board,Fortis Hospital,Coupon Mall,Royal Meenakshi Mall,Celebrity Housing,Bannerghatta Road,Bangalore Water Supply & Sewerage Board",Treebo Akshaya Mayflower,Hotel,Karnataka
Room Service Internet Access,"River Road, Hampi.",Hampi,Airport Transfer Available   Surcharge Currency Exchange Doctor on Call Internet Access - Surcharge Laundry Service Available Parking Facilities Available Luggage Storage Power Backup Wake-up Call   Service Free Local Calls Extra Person   Child - Share the same room Village Visit ( Chargeable ) Express Laundry Room Service (24 Hours) Air   Rail Booking STD   ISD Baggage Room Parking Facility,0,,Thilak Home Stay,Guest House,Karnataka
Room Service Internet Access Restaurant,Village Sehgar PO Kiarkoti via Mashobra,Shimla,"Doctor on Call Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Pets Allowed Multi Cuisine Restaurant  Welcome Drinks Kitchen available (home cook food on request) Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Kids Play Zone Taxi Services Campfire   Bon Fire  Drivers Rest Room  Cook Services Guide   Sightseeing Service RO Water Purification System Outdoor Parking - Secured Internet Access  Room Service Trekking CCTV",0,"Mashobra,Dhalli Bus Station,Military Hospital",Tranquil Countryside Homes,Homestay,Himachal Pradesh
,"Fort road, Kumbhalgarh,Distt. - Rajsamand",kumbalgarh,Doctor on Call,1,"Fort Road/ Kumbhalgarh,Kumbhalgarh Wildlife Sanctuary,Badal Mahal,Kumbhalgarh Fort",Tiger Valley Resort,Resort,Rajasthan
Free Internet,"house no 634,aklera district",Jhalawar,Laundry Service Available Internet Access Free,0,Near New Bus Stand,utkarsh Villa,Guest House,Rajasthan
Gym Spa,"NO 322, 6th Main,HAL 2nd StageDefence colony,Indiranagar",Bangalore,Health Club   Gym Facility Available Laundry Service Available Local Tour   Travel Desk Fax Machine Open Air Restaurant   Dining,0,"Manipal Hospitals,CMR Bangalore School of Business,Indiranagar,Banasawadi Railway Station,Leela Palace Bus Stop,Arya Samaj Mandir,Baiyappanahalli Railway Station,Indira Nagar Post Office,Indira Nagar Bus Depot Stop",Urban Retreat,Service Apartment,Karnataka
Room Service,"Vasanth Vihar, Vidaya nagar, Near venkataeshwar Engg College, Bangalore North-562157",Bangalore,"Business Center  Doctor on Call Laundry Service Available Lift   Elevator Non Smoking Rooms Parking Facilities Available Front Desk Locker Facility Local Tour   Travel Desk Valet service Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Welcome Drinks Power Backup Express Check-In   Check-Out Computer Rental Multi Lingual Staff Wake-up Call   Service Separate Sitting Area Multi - Line Phone Pick Up and Drop (Rly Station, Bus Stand, Temple) Smoking Area  Extra Person   Child - Share the same room Car Rental Kids Play Zone Water Dispenser Available Taxi Services City Shuttle Service Newspapers In Lobby Family Room Room Service (24 Hours)  Cook Services Spa Services Onsite - Free Air   Rail Booking Baggage Room Guide   Sightseeing Service Laptop Available on Hire RO Water Purification System Airport Transfer Free Outdoor Parking - Secured Parking Facility Room Service Fire Safety",1,"Bettahalasur Railway Station,Kempegowda International Airport,Hunasamaranahalli Bus Stop",The Sweet Homes,Hotel,Karnataka
Room Service Free Internet,"Gohsal Shenag, panchal road, tourism club house, old manali, teh. manali ser, manali , kullu, HP",Manali,"Doctor on Call Laundry Service Available Lobby Parking Facilities Available Front Desk Local Tour   Travel Desk Major Credit Cards Accepted Luggage Storage Welcome Drinks Multi - Line Phone Pick Up and Drop (Rly Station, Bus Stand, Temple) Transfers Available Village Visit ( Chargeable ) Taxi Services  Drivers Rest Room Internet Access Free Family Room Adjoining Rooms RO Water Purification System Outdoor Parking - Secured Parking Facility Room Service First-Aid Kit at Front Desk Porter Services Available Public Restrooms Suites",0,"Tibetan Monasteries,Himalaya Nyinmapa Buddhist Temple,Chandrakhani Pass,Van Vihar,Von Ngari Gompa,Guru Gobind Singh Ji Gurudwara,Lady Willingdon Hospital,Civil Hospital,Old Manali,Siyali Mahadev Temple,Manali 1st Super Market",The Tranquil Inn,Hotel,Himachal Pradesh
